Grupo ID;Insumo Original
Grupo 80;"P.A. ESTERILIZADOR  CON GENERADOR ELECTRICO DE VAPOR (DUAL) DE 200/250 LITROS CON DOBLE PUERTA"
Grupo 80;"ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR (DUAL) DE 200/250 LITROS CON DOBLE PUERTA"
Grupo 81;"TUBERIA CEDULA - 40 DE 1 1/4""
Grupo 81;"TUBERIA CEDULA - 40 DE 1""
Grupo 81;"TUBERIA CEDULA - 40 DE 4""
Grupo 81;"TUBERIA CEDULA - 40 DE 3""
Grupo 81;"TUBERIA CEDULA - 40 DE 6""
Grupo 82;"P.A. ELECTROBISTURI MONOPOLAR I BIPOLAR DIGITAL CON PINZA HEMOSTATICA DE VASOS"
Grupo 82;"ELECTROBISTURI MONOPOLAR I BIPOLAR DIGITAL CON PINZA HEMOSTATICA DE VASOS"
Grupo 83;"P.A. VENTILADOR MECANICO ADULTO - PEDIATRICO - NEONATAL"
Grupo 83;"VENTILADOR MECANICO ADULTO - PEDIATRICO - NEONATAL"
Grupo 84;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 10 ITF DE 380/220 VOLTIOS, 600 KVA"
Grupo 84;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 12 ITF DE 380/220 VOLTIOS, 600 KVA"
Grupo 85;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 06 ITF DE 380/220 VOLTIOS, 600 KVA"
Grupo 85;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 08 ITF DE 380/220 VOLTIOS, 600 KVA"
Grupo 85;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF + 04 ITF DE 380/220 VOLTIOS, 600 KVA"
Grupo 85;"TABLERO AUTOSOPORTADO CON TERMOMAGNETICOS REGULABLES DE 01 IGTF DE 380/220 VOLTIOS, 600 KVA"
Grupo 86;"REDUCCION SCH - 40 2 1/2" - 2""
Grupo 86;"REDUCCION SCH - 40 4" - 2 1/2""
Grupo 86;"REDUCCION SCH - 40 3" - 2 1/2""
Grupo 86;"REDUCCION SCH - 40 6" - 2 1/2""
Grupo 86;"REDUCCION SCH - 40 3" - 2""
Grupo 86;"REDUCCION SCH - 40 4" - 2""
Grupo 86;"REDUCCION SCH - 40 4" - 3""
Grupo 87;"TEE SCH - 40 1 1/4" ROSCADO"
Grupo 87;"TEE SCH - 40 1" ROSCADO"
Grupo 87;"TEE SCH - 40 1 1/2" ROSCADO"
Grupo 87;"TEE SCH - 40 2" ROSCADO"
Grupo 88;"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=1.10m"
Grupo 88;"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=1.50m"
Grupo 88;"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=2.20m"
Grupo 88;"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V. USO GENERAL GRADO HOSPITALARIO, EMP. EN MURO. H=0.90m"
Grupo 88;"TOMACORRIENTE DOBLE UNIVERSAL CON PUESTA A TIERRA, 16 A. 250 V.  PARA USO GENERAL GRADO HOSPITALARIO, EMP. EN TECHO"
Grupo 89;"ANALIZADOR AUTOMATICO PARA MICROBIOLOGIA"
Grupo 89;"P.A. ANALIZADOR AUTOMATICO PARA MICROBIOLOGIA"
Grupo 90;"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1 1/4""
Grupo 90;"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1""
Grupo 90;"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 1/2""
Grupo 90;"ADAPTADOR PARA SOLDAR DE COBRE HEMBRA 3/4""
Grupo 91;"AISLADORES TERMICOS PARA TUBERIAS DE 1 1/4""
Grupo 91;"AISLADORES TERMICOS PARA TUBERIAS DE 4""
Grupo 91;"AISLADORES TERMICOS PARA TUBERIAS DE 3""
Grupo 92;"MB-01 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION"
Grupo 92;"MB-03 MUEBLE TABLERO AGLOMERADO ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION"
Grupo 92;"MB-04a MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN PLANCHA LAMINADA POST FORMADA INC. INSTALACION"
Grupo 93;"UNION UNIVERSAL DE FIERRO GALVANIZADO 1 1/2""
Grupo 93;"UNION UNIVERSAL DE FIERRO GALVANIZADO 1""
Grupo 94;"COLGADOR TIPO GOTA  3/4" INCL ACCESORIOS"
Grupo 94;"COLGADOR TIPO GOTA 3" INCL ACCESORIOS"
Grupo 94;"COLGADOR TIPO GOTA 4" INCL ACCESORIOS"
Grupo 95;"UNION CEDULA 40 1 1/4""
Grupo 95;"UNION CEDULA 40 1""
Grupo 95;"UNION CEDULA 40 1 1/2""
Grupo 96;"P.A. VENTILADOR MECANICO ADULTO PEDIATRICO"
Grupo 96;"VENTILADOR MECANICO ADULTO PEDIATRICO"
Grupo 97;"COLGADOR PARA 2 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")"
Grupo 97;"COLGADOR PARA 3 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")"
Grupo 97;"COLGADOR PARA 1 TUBERIA TIPO CANAL F.G. UNISTRUT (INCL. VARILLA ROSCADA 5/8")"
Grupo 98;"REDUCCIÓN DE COBRE TIPO L DE 1" A 3/4""
Grupo 98;"REDUCCIÓN DE COBRE TIPO L DE 3/4" A 1/2""
Grupo 98;"REDUCCIÓN DE COBRE TIPO L DE 1 1/2" A 1 1/4""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 3/4""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 4""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 1 1/4""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 3""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 3/8""
Grupo 99;"ADAPTADOR DE COBRE ROSCA MACHO 6""
Grupo 100;"TUBO DE ACERO NEGRO CEDULA 40 Ø 1 1/2""
Grupo 100;"TUBO DE ACERO NEGRO CEDULA 40 Ø 1""
Grupo 100;"TUBO DE ACERO NEGRO CEDULA 40 Ø 4""
Grupo 100;"TUBO DE ACERO NEGRO CEDULA 80 Ø 1/2""
Grupo 101;"P.A. ANALIZADOR HEMATOLOGICO AUTOMATICO DE 5 DIFERENCIALES"
Grupo 101;"ANALIZADOR HEMATOLOGICO AUTOMATICO DE 5 DIFERENCIALES"
Grupo 102;"Luminaria hermetico panel tipo Led 36 W de 0.60 x 0.60 m para empotrar IP 65, para ambientes esteriles con alto grado de"
Grupo 102;"Luminaria hermetico panel tipo Led 46 W de 0.60 x 0.60 m para empotrar IP 65, para ambientes esteriles con alto grado de"
Grupo 103;"P.A. CARRO PARA TRANSPORTE DE PERSONAL, TIPO TODO TERRENO"
Grupo 103;"CARRO PARA TRANSPORTE DE PERSONAL, TIPO TODO TERRENO"
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 1""
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 2 1/2""
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 2""
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 3""
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 4""
Grupo 104;"JUNTA FLEXIBLE ANTISISMICO DE 6""
Grupo 105;"UNION UNIVERSAL DE COBRE TIPO L 1 1/4""
Grupo 105;"UNION UNIVERSAL DE COBRE TIPO L 1""
Grupo 106;"VALVULA REGULADORA DE PRESION DE 1 1/2""
Grupo 106;"VALVULA REGULADORA DE PRESION DE 1""
Grupo 107;"UNION SIMPLE DE COBRE TIPO L 1 1/2""
Grupo 107;"UNION SIMPLE DE COBRE TIPO L 1""
Grupo 108;"VALVULA COMPUERTA DE BRONCE 3/4""
Grupo 108;"VALVULA COMPUERTA DE BRONCE DE 3""
Grupo 108;"VALVULA COMPUERTA DE BRONCE 4""
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 680 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 688 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 660 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 650 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire)- 600 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 750 CFM"
Grupo 109;"SUMINISTRO E INSTALACION UMA(unidad manejadora de aire) - 732 CFM"
Grupo 110;"ESTANTERIA METALICA DE ANGULOS RANURADOS DE O1 CUERPO O5 ANAQUELES"
Grupo 110;"ESTANTERIA METALICA DE ANGULOS RANURADOS DE O1 CUERPO O5 ANAQUELES O MÁS"
Grupo 111;"VALVULA ESFERICA DE BRONCE DE 3/4""
Grupo 111;"VALVULA ESFERICA DE BRONCE DE 4""
Grupo 111;"VALVULA ESFERICA DE BRONCE DE 3""
Grupo 111;"VALVULA ESFERICA DE BRONCE DE 1 1/4""
Grupo 111;"VALVULA DE BOLA ESFERICA DE BRONCE 3/4""
Grupo 112;"VALVULA DE BOLA DE TRES PIEZAS DE 1/2""
Grupo 112;"VALVULA DE BOLA DE TRES PIEZAS DE 2""
Grupo 112;"VALVULA DE BOLA DE TRES PIEZAS DE 1""
Grupo 112;"VALVULA DE BOLA DE TRES PIEZAS DE 1 1/4""
Grupo 112;"VALVULA DE BOLA DE TRES PIEZAS DE 3/4""
Grupo 112;"VÁLVULA DE BOLA DE TRES PIEZAS DE 1 1/2""
Grupo 113;"UNION DE COBRE PARA SOLDAR 3/4""
Grupo 113;"UNION DE COBRE PARA SOLDAR 4""
Grupo 113;"UNION DE COBRE PARA SOLDAR 3""
Grupo 113;"UNION DE COBRE PARA SOLDAR 1 1/4""
Grupo 114;"TUBO DE COBRE TIPO L Ø  4" x 6M"
Grupo 114;"TUBO DE COBRE TIPO L Ø 3/4" x 6M"
Grupo 114;"TUBO DE COBRE TIPO L Ø  3" x 6M"
Grupo 115;"TEE DE COBRE SOLDABLE 1 1/4" X 90°"
Grupo 115;"TEE DE COBRE SOLDABLE 1" X 90°"
Grupo 116;"TEE DE COBRE SOLDABLE 1 1/2" X 90°"
Grupo 116;"TEE DE COBRE SOLDABLE 2" X 90°"
Grupo 117;"JUNTA DE EXPANSION SISMICA DE 1 1/4""
Grupo 117;"JUNTA DE EXPANSION SISMICA DE 4""
Grupo 117;"JUNTA DE EXPANSION SISMICA DE 1 1/2""
Grupo 118;"JUNTA DE EXPANSION SISMICA DE 3""
Grupo 118;"JUNTA DE EXPANSION SISMICA DE 3/4""
Grupo 119;"MB-04 MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN ACERO INOX. INC. INSTALACION"
Grupo 119;"MB-06 MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN ACERO INOX. INC. INSTALACION"
Grupo 119;"MB-07 MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN ACERO INOX. INC. INSTALACION"
Grupo 119;"MB-05a MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN ACERO INOX. INC. INSTALACION"
Grupo 119;"MB-03a MUEBLE TABLERO AGLOMERADO  ENCHAPADO EN ACERO INOX. INC. INSTALACION"
Grupo 120;"BANDEJA PORTACABLE TIPO MALLA ELECTROZINCADO  h=105mm A=100mm"
Grupo 120;"BANDEJA PORTACABLE TIPO MALLA ELECTROZINCADO h=105mm A=300mm"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x40 A"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x400 A"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x140 A"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x120 A"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x150 A"
Grupo 121;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x160 A"
Grupo 122;"CODO DE COBRE SOLDABLE  1 1/4" x 90°"
Grupo 122;"CODO DE COBRE SOLDABLE  4" x 90°"
Grupo 123;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x25 A"
Grupo 123;"INTERRUPTOR TERMOMAGNETICO DE FUERZA 4x250 A"
Grupo 124;"MAQUINA DE ANESTESIA CON MONITOREO AVANZADO"
Grupo 124;"P.A. MAQUINA DE ANESTESIA CON MONITOREO AVANZADO"
Grupo 125;"CODO DE COBRE SOLDABLE  3" x 90°"
Grupo 125;"CODO DE COBRE SOLDABLE  3/4" x 90°"
Grupo 126;"AISLAMIENTO TERMOACUSTICO PARA TUBERIA DE Ø 1-3" DE 2" DE ESPESOR"
Grupo 126;"AISLAMIENTO TERMOACUSTICO PARA TUBERIA DE Ø 3/4" DE 1" DE ESPESOR"
Grupo 127;"MICROSCOPIO QUIRURGICO PARA OFTALMOLOGIA"
Grupo 127;"P.A. MICROSCOPIO QUIRURGICO PARA OFTALMOLOGIA"
Grupo 128;"MONITOR DE FUNCIONES VITALES DE 5 PARAMETROS"
Grupo 128;"P.A. MONITOR DE FUNCIONES VITALES DE 5 PARAMETROS"
Grupo 128;"MONITOR DE FUNCIONES VITALES DE 7 PARAMETROS"
Grupo 129;"TUBERIA DE COBRE TIPO K ø 3""
Grupo 129;"TUBERIA DE COBRE TIPO K ø 3/4""
Grupo 129;"TUBERIA DE COBRE TIPO K ∅ 4""
Grupo 129;"TUBERIA DE COBRE TIPO K ø 6""
Grupo 130;"P.A. ECOGRAFO PARA EVALUACION MUSCO ESQUELETICO"
Grupo 130;"ECOGRAFO PARA EVALUACION MUSCO ESQUELETICO"
Grupo 131;"VALVULA CHECK DE BRONCE DE 3/4""
Grupo 131;"VALVULA CHECK DE BRONCE DE 4""
Grupo 131;"VALVULA CHECK DE BRONCE  ø 3""
Grupo 131;"VALVULA CHECK DE BRONCE Ø2""
Grupo 132;"YEE PVC CP DESAGUE - PESADA 2""
Grupo 132;"YEE PVC CP DESAGUE - PESADA 3"-2""
Grupo 132;"YEE PVC CP DESAGUE - PESADA 4"-2""
Grupo 132;"YEE PVC CP DESAGUE - PESADA 3""
Grupo 132;"YEE PVC CP DESAGUE - PESADA 4"-3""
Grupo 133;"Transformador de Aislamiento Trifasico 380/220 V, 10 KVA"
Grupo 133;"Transformador de Aislamiento Trifasico 380/220 V, 15 KVA"
Grupo 134;"SILLON METALICO SEMICONFORTABLE CON PORTABRAZOS UNIPERSONAL"
Grupo 134;"SILLON METALICO SEMICONFORTABLE SIN PORTABRAZOS UNIPERSONAL"
Grupo 135;"UNION UNIVERSAL DE BRONCE 3""
Grupo 135;"UNION UNIVERSAL DE BRONCE 3/4""
Grupo 135;"UNION UNIVERSAL DE BRONCE 4""
Grupo 135;"UNION UNIVERSAL DE BRONCE 1 1/4""
Grupo 136;"ABRAZADERA UNISTRUT DE 3/4""
Grupo 136;"ABRAZADERA UNISTRUT DE 4''"
Grupo 136;"ABRAZADERA UNISTRUT DE 1 1/4''"
Grupo 137;"PUERTA CORTAFUEGO DE METAL 1.00 m X 2.20 m"
Grupo 137;"PUERTA CORTAFUEGO DE METAL 1.20 m X 3.00 m"
Grupo 138;"RACK MOVIL PARA CAJAS E INSTRUMENTAL"
Grupo 138;"RACK MOVIL PARA CAJAS E INSTRUMENTAL 02"
Grupo 139;"PLANCHA O PANEL PARA DRYWALL: YESO RF 2.44m x 1.22m x 15mm"
Grupo 139;"PLANCHA O PANEL PARA DRYWALL: YESO RH 2.44m x 1.22m x 15mm"
Grupo 140;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-1) 2.36x2.40m."
Grupo 140;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-2) 3.26x2.40m."
Grupo 140;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-8) 2.04x2.40m."
Grupo 141;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-6) 3.10x3.00m."
Grupo 141;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-9) 3.00x3.00m."
Grupo 141;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-3) 5.63x3.00m."
Grupo 141;"MAMPARA VENTANAS CORREDIZAS MARCOS DE ALUMINIO VIDRIO TEMPLADO 10mm (M-4) 3.18x3.00m."
Grupo 142;"TUBO DE COBRE TIPO K Ø  1 1/4""
Grupo 142;"TUBO DE COBRE TIPO K Ø  1""
Grupo 142;"TUBO DE COBRE TIPO K Ø  3/4""
Grupo 142;"TUBO DE COBRE TIPO K Ø 3/8""
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 150 X 50 X 2.5MM"
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2.5MM"
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 100 X 50 X 2.5MM"
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 2MM"
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 40 X 80 X 2.5MM"
Grupo 143;"TUBO DE ACERO NEGRO ASTM A 500 DE 40 X 60 X 2MM"
Grupo 144;"ANALIZADOR AUTOMATICO DE HEMOCULTIVO"
Grupo 144;"P.A. ANALIZADOR AUTOMATICO DE HEMOCULTIVO"
Grupo 145;"TEE DE COBRE SOLDABLE  4""
Grupo 145;"TEE DE COBRE SOLDABLE 3/4""
Grupo 145;"TEE DE COBRE SOLDABLE  3""
Grupo 146;"TAPÓN DE COBRE HEMBRA 1""
Grupo 146;"TAPÓN DE COBRE HEMBRA 1/2""
Grupo 146;"TAPÓN DE COBRE HEMBRA 1 1/4""
Grupo 146;"TAPÓN DE COBRE HEMBRA 3/4""
Grupo 147;"PUERTA CORTAFUEGO DE METAL 1.00 m X 3.00 m"
Grupo 147;"PUERTA CORTAFUEGO DE METAL 1.50 m X 3.00 m"
Grupo 147;"PUERTA CORTAFUEGO DE METAL 90 cm X 3.00 m"
Grupo 147;"PUERTA CORTAFUEGO DE METAL 2.40 m X 3.00 m"
Grupo 148;"YEE DE COBRE SOLDABLE  DE 4""
Grupo 148;"YEE DE COBRE SOLDABLE DE 4" - 3""
Grupo 149;"P.A. EQUIPO DE RAYOS X DENTAL RODABLE DIGITAL"
Grupo 149;"P.A. EQUIPO DE RAYOS X RODABLE DIGITAL"
Grupo 150;"TABLERO DE AISLAMIENTO EMPOTRABLE DE 01 ITF + 04 IT + 01 RIEL DE 04 ID"
Grupo 150;"TABLERO DE AISLAMIENTO EMPOTRABLE DE 01 ITF + 06 IT + 01 RIEL  DE 06 ID"
Grupo 151;"TUBO DE ACERO NEGRO ASTM A 500 DE 150 X 150 X 3MM"
Grupo 151;"TUBO DE ACERO NEGRO ASTM A 500 DE 50 X 50 X 3MM"
Grupo 152;"EXTRACTOR HELICOCENTRIFUGO 314 CFM, 130W, 220/1/60"
Grupo 152;"EXTRACTOR HELICOCENTRIFUGO 318 CFM, 130W, 220/1/60"
Grupo 153;"COLGADOR PARA 1 TUBERIA C/ACCESORIOS DE FIJACION"
Grupo 153;"COLGADOR PARA 2 TUBERIA C/ACCESORIOS DE FIJACION"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 215 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 217 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 276 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 257 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 238 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 149 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 166 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 127 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 175 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 200 CFM, 102W, 220/1/60"
Grupo 154;"EXTRACTOR HELICOCENTRIFUGO 359 CFM, 102W, 220/1/60"
Grupo 154;"EEXTRACTOR HELICOCENTRIFUGO 265 CFM, 102W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 280 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 283 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 282 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 380 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 372 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 344 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 331 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 323 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 308 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 292 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 240 CFM, 130W, 220/1/60"
Grupo 155;"EXTRACTOR HELICOCENTRIFUGO 239 CFM, 130W, 220/1/60"
Grupo 156;"P.A. UNIDAD DE TRATAMIENTO DE RESIDUOS HOSPITALARIOS"
Grupo 156;"UNIDAD DE TRATAMIENTO DE RESIDUOS HOSPITALARIOS"
Grupo 157;"INYECTOR HELICOCENTRIFUGO 282 CFM, 102W, 220/1/60"
Grupo 157;"INYECTOR HELICOCENTRIFUGO 286 CFM, 102W, 220/1/60"
Grupo 158;"CODO DE 90° PVC SAP, Ø1""
Grupo 158;"CODO DE 90° PVC SAP, Ø1/2""
Grupo 159;"P.A. DESFIBRILADOR EXTERNO AUTOMATICO"
Grupo 159;"DESFIBRILADOR EXTERNO AUTOMATICO"
Grupo 160;"INYECTOR HELICOCENTRIFUGO 194 CFM, 102W, 220/1/60"
Grupo 160;"INYECTOR HELICOCENTRIFUGO 195 CFM, 102W, 220/1/60"
Grupo 161;"INYECTOR HELICOCENTRIFUGO 216 CFM, 102W, 220/1/60"
Grupo 161;"INYECTOR HELICOCENTRIFUGO 217 CFM, 102W, 220/1/60"
Grupo 162;"EQUIPO DE RAYOS X DENTAL RODABLE DIGITAL"
Grupo 162;"EQUIPO DE RAYOS X RODABLE DIGITAL"
Grupo 163;"INTERRUPTOR TERMOMAGNETICO 4x25 A"
Grupo 163;"INTERRUPTOR TERMOMAGNETICO 4x250 A"
Grupo 164;"Luminaria downlight tipo Led 13 W para empotrar IP 20, IK2"
Grupo 164;"Luminaria downlight tipo Led 20.5 W para empotrar IP 20, IK2"
Grupo 164;"Luminaria  de luminaria downlight tipo Led 28 W para emptrar IP 20, IK2."
Grupo 165;"TEE DE COBRE TIPO L 1 1/2""
Grupo 165;"TEE DE COBRE TIPO L 1""
Grupo 166;"PIEDRA CHANCADA DE 1""
Grupo 166;"PIEDRA CHANCADA DE 1/2""
Grupo 167;"CLAVOS PARA MADERA C/C 2 1/2""
Grupo 167;"CLAVOS PARA MADERA C/C 2""
Grupo 168;"FILTRO TIPO YEE DE 1 ""
Grupo 168;"FILTRO TIPO YEE DE 1 1/2""
Grupo 169;"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.29 LB/H"
Grupo 169;"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 23.75 LB/H"
Grupo 169;"SUMINISTRO E INSTALACIÓN DE HUMIDIFICADOR CAP. 21 LB/H"
