Grupo ID;Insumo Original
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 2"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 6"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 4"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 3"x3M"
Grupo 273;"TUBERIA PVC CP- PESADA  Ø 6"x5M"
Grupo 274;"REGISTRO COLGADO DE BRONCE 3""
Grupo 274;"REGISTRO COLGADO DE BRONCE 4""
Grupo 274;"REGISTRO COLGADO DE BRONCE 2""
Grupo 275;"TUBO PVC-U DESAGÜE 3" x 3 M e=2 MM SIMPLE PRESIÓN COLOR: GRIS"
Grupo 275;"TUBO PVC-U DESAGÜE 4" x 3M e=2.6 MM SIMPLE PRESIÓN COLOR: GRIS"
Grupo 276;"BRIDA ROMPE AGUA DE ACERO ø 4""
Grupo 276;"BRIDA ROMPE AGUA DE ACERO ø 6""
Grupo 277;"TUBERIA CONDUIT EMT DE 20 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 25 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 50 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 65 mm"
Grupo 277;"TUBERIA CONDUIT EMT DE 40 mm"
Grupo 278;"ELECTRODO PARA SOLDADURA 6011"
Grupo 278;"ELECTRODO PARA SOLDADURA 6013"
Grupo 278;"ELECTRODO PARA SOLDADURA"
Grupo 278;"ELECTRODO PARA SOLDADURA 7018"
Grupo 279;"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 20MM"
Grupo 279;"PRENSAESTOPA PARA TUBO EMT FLEXIBLE DE 25MM"
Grupo 280;"TELEVISOR LED SMART TV DE 42" APROX. INC. RACK"
Grupo 280;"TELEVISOR LED SMART TV DE 5O" APROX. INC. RACK"
Grupo 280;"TELEVISOR LED SMART TV DE 32" APROX. INC. RACK"
Grupo 281;"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 3MM"
Grupo 281;"PLANCHA DE ACERO NEGRO LAC DE 1.22M X 2.40M x 6MM"
Grupo 282;"Adquisición de tacho amarillo de 120 lt  con tapa y ruedas HDPE"
Grupo 282;"Adquisición de tacho amarillo de 400 lt  con tapa y ruedas HDPE"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 7M, 6 CABLES"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 9M, 6 CABLES"
Grupo 283;"CABLE 7A PRECONECTORIZADO DE 5M, 6 CABLES"
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 2""
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 3""
Grupo 284;"TEE SANITARIA PVC SAL - PESADA 4""
Grupo 284;"TEE SANITARIA PVC CP - PESADA 4""
Grupo 285;"P.A. ECÓGRAFO DOPPLER COLOR 4D"
Grupo 285;"ECÓGRAFO DOPPLER COLOR 4D"
Grupo 285;"P.A. ECÓGRAFO DOPPLER COLOR 3D"
Grupo 286;"P.A. BOMBA DE INFUSION DE JERINGA"
Grupo 286;"BOMBA DE INFUSION DE JERINGA"
Grupo 287;"P.A. BOMBA DE INFUSION DE 1 CANAL"
Grupo 287;"BOMBA DE INFUSION DE 1 CANAL"
Grupo 288;"TOMACORRIENTE INDUSTRIAL MONOFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD"
Grupo 288;"TOMACORRIENTE INDUSTRIAL TRIFASICO CON TOMA TIERRA CON TAPA DE SEGURIDAD"
Grupo 289;"MESA DE ACERO INOXIDABLE 1.14x70cm"
Grupo 289;"MESA DE ACERO INOXIDABLE 1.24x70cm"
Grupo 290;"REDUCCION SCH - 40 6" - 3""
Grupo 290;"REDUCCION SCH - 40 6" - 4""
Grupo 291;"PINTURA ESMALTE SINTETICO"
Grupo 291;"PINTURA ESMALTE SINTETICO MATE"
Grupo 292;"P.A. VENTILADOR DE TRANSPORTE"
Grupo 292;"VENTILADOR DE TRANSPORTE"
Grupo 293;"CONECTOR CONDUIT EMT DE 20 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 25 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 40 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 50 mm"
Grupo 293;"CONECTOR CONDUIT EMT DE 65 mm"
Grupo 294;"INCUBADORA DE TRANSPORTE"
Grupo 294;"P.A. INCUBADORA DE TRANSPORTE"
Grupo 295;"DUCTO DE PLANCHA DE ACERO GALV 1/32 SEGUN PLANO"
Grupo 295;"DUCTO DE PLANCHA DE ACERO GALV 1/40 SEGUN PLANO"
Grupo 296;"Cable N2XOH  de 1 x 35 mm2 Alimentadores"
Grupo 296;"Cable N2XOH  de 1 x 95 mm2 Alimentadores"
Grupo 297;"AGITADOR DE TUBOS"
Grupo 297;"P.A. AGITADOR DE TUBOS"
Grupo 298;"NIPLE DE F° GALV. DE 3" X 40 CM"
Grupo 298;"NIPLE DE F° GALV. DE 6" X 40 CM"
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 4""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 6""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 3""
Grupo 299;"UNION UNIVERSAL DE Fo. GALV. DE 2 1/2""
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 40mm"
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 50mm"
Grupo 300;"Prensaestopa METALICO CONDUIT EMT 20mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 35mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 65mm"
Grupo 301;"Prensaestopa METALICO CONDUIT EMT 25mm"
Grupo 302;"CODO PVC SAL - PESADA 2"x90º"
Grupo 302;"CODO PVC SAL - PESADA 4"x90º"
Grupo 302;"CODO PVC SAL - PESADA 6"x90º"
Grupo 303;"CODO PVC SAL - PESADA 4"x45º"
Grupo 303;"CODO PVC SAL - PESADA 6"x45º"
Grupo 304;"CODO SCH - 40 3" x 90º"
Grupo 304;"CODO SCH - 40 4" x 90º"
Grupo 304;"CODO SCH - 40 6" x 90º"
Grupo 305;"P.A. CAMPIMETRO COMPUTARIZADO"
Grupo 305;"CAMPIMETRO COMPUTARIZADO"
Grupo 306;"CABLE DAC 100G DE 2M"
Grupo 306;"CABLE DAC 10G DE 2M"
Grupo 307;"UNION SIMPLE DE COBRE DE 3/4""
Grupo 307;"UNION SIMPLE DE COBRE DE 3/8""
Grupo 308;"CABLE DE FIBRA OPTICA MULTIMODO OM4 DE 8 HILOS EXTERIOR"
Grupo 308;"CABLE DE FIBRA OPTICA MULTIMODO OM4 DE 8 HILOS INTERIOR"
Grupo 309;"ventana (V-6)0.80 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 309;"ventana (V-6a)0.60 X 1.80m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 310;"P.A. TONÓMETRO DE AIRE"
Grupo 310;"TONÓMETRO DE AIRE"
Grupo 311;"Puerta de fierro PF-08 (4.43x3.00) incluye accesorios y pintura"
Grupo 311;"Puerta de fierro PF-09 (4.00x3.00)  incluye accesorios y pintura"
Grupo 312;"VENTANA (V-3)1.10 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 312;"VENTANA (V-4)1.50 X 1.00m MARCOS DE ALUMINIO VIDRIO LAMINADO 6mm"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-02) 2.40x1.00m.  incluye accesorios y pintura"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-03)1.83x1.00m. incluye accesorios y pintura"
Grupo 313;"Ventanas de fierro con malla metalica cocada 1"x1" (VF-01) 4.45x1.60m.  incluye accesorios y pintura"
Grupo 314;"P.A. ECÓGRAFO OFTALMOLÓGICO"
Grupo 314;"ECÓGRAFO OFTALMOLÓGICO"
Grupo 315;"SOPORTE SISMICO DE 2 VIAS"
Grupo 315;"SOPORTE SISMICO DE 4 VIAS"
Grupo 316;"NEGATOSCOPIO DE 2 CAMPOS"
Grupo 316;"NEGATOSCOPIO DE 4 CAMPOS"
Grupo 317;"P.A. UNIDAD DENTAL COMPLETA"
Grupo 317;"UNIDAD DENTAL COMPLETA"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1230 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1248 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1218 CFM"
Grupo 318;"EXTRACTOR CENTRIFUGO DE AIRE 1290 CFM"
Grupo 319;"VALVULA DE GLOBO DE BRONCE Ø 1" - ROSCADA"
Grupo 319;"VALVULA DE GLOBO DE BRONCE Ø 3/4" - ROSCADA"
Grupo 320;"CONDUCTOR DE COBRE DESNUDO CABLEADO DE 35 MM2"
Grupo 320;"CONDUCTOR DE COBRE DESNUDO CABLEADO DE 50 MM2"
Grupo 321;"UNION FLEXIBLE ∅ 4""
Grupo 321;"UNION FLEXIBLE Ø3/4""
Grupo 322;"Interruptor simple Tipo Palanca Balancin Grado Hospitalario"
Grupo 322;"Interruptor Triple Tipo Palanca Balancin Grado Hospitalario"
Grupo 322;"Interruptor Doble Tipo Palanca Balancin Grado Hospitalario"
Grupo 323;"EXTRACTOR CENTRIFUGO DE AIRE 1011 CFM"
Grupo 323;"EXTRACTOR CENTRIFUGO DE AIRE 1048 CFM"
Grupo 323;"EXTRACTOR CENTRIFUGO DE AIRE 1063 CFM"
Grupo 323;"EXTRACTOR CENTRIFUGO DE AIRE 1074 CFM"
Grupo 323;"EXTRACTOR CENTRIFUGO DE AIRE 1093 CFM"
Grupo 324;"TUBERIA PVC UF ISO 4435 SN2 DN 200mm"
Grupo 324;"TUBERIA PVC UF ISO 4435 SN2 DN 300mm"
Grupo 324;"TUBERIA PVC UF ISO 4435 SN2 DN 250mm"
Grupo 325;"EXTRACTOR CENTRIFUGO DE AIRE 1307 CFM"
Grupo 325;"EXTRACTOR CENTRIFUGO DE AIRE 1397 CFM"
Grupo 326;"EXTRACTOR CENTRIFUGO DE AIRE 1445 CFM"
Grupo 326;"EXTRACTOR CENTRIFUGO DE AIRE 1480 CFM"
Grupo 327;"LAVADORA CENTRIFUGA AUTOMÁTICA DE 2 PUERTAS( BARRERA SANITARIA), INDUSTRIAL 40/50KG"
Grupo 327;"P.A. LAVADORA CENTRIFUGA AUTOMATICA DE 2 PUERTAS (BARRERA SANITARIA), INDUSTRIAL 40/50 KG"
Grupo 328;"Puerta cortafuegos (PCF-02) 2.80x2.20m.  incluye accesorios y pintura"
Grupo 328;"Puerta cortafuegos (PCF-04)2.30x2.20m.  incluye accesorios y pintura"
Grupo 328;"Puerta cortafuegos (PCF-03) 2.40x2.20m.  incluye accesorios y pintura"
Grupo 329;"CAJA FILTRANTE DE PLANCHA GALVANIZADA PARA SISTEMA"
Grupo 329;"CAJA FILTRANTE DE PLANCHA GALVANIZADA PARA SISTEMA  (13876 CFM)"
Grupo 330;"P.A. CUNA DE CALOR RADIANTE"
Grupo 330;"CUNA DE CALOR RADIANTE"
Grupo 331;"EXTRACTOR CENTRIFUGO DE AIRE 808 CFM"
Grupo 331;"EXTRACTOR CENTRIFUGO DE AIRE 874 CFM"
Grupo 331;"EXTRACTOR CENTRIFUGO DE AIRE 743 CFM"
Grupo 332;"TRAMPA PVC SAL "P" PESADA  2""
Grupo 332;"TRAMPA PVC SAL "P" PESADA  4""
Grupo 332;"TRAMPA PVC SAL "P" PESADA  3""
Grupo 333;"CONECTOR PVC SAP P/INST. ELECT. DE 50MM"
Grupo 333;"CONECTOR PVC SAP P/INST. ELECT. DE 80MM"
Grupo 333;"CONECTOR PVC SAP P/INST. ELECT. DE 40MM"
Grupo 333;"CONECTOR PVC SAP P/INST. ELECT. DE 20MM"
Grupo 333;"CONECTOR PVC SAP P/INST. ELECT. DE 100MM"
Grupo 334;"CONECTOR PVC SAP P/INST. ELECT. DE 25MM"
Grupo 334;"CONECTOR PVC SAP P/INST. ELECT. DE 35MM"
Grupo 335;"MONITOR FETAL GEMELAR"
Grupo 335;"P.A. MONITOR FETAL GEMELAR"
Grupo 336;"EXTRACTOR CENTRIFUGO DE AIRE 960 CFM"
Grupo 336;"EXTRACTOR CENTRIFUGO DE AIRE 987 CFM"
Grupo 336;"EXTRACTOR CENTRIFUGO DE AIRE 924 CFM"
Grupo 337;"CONCRETO PREMEZCLADO C/CEMENTO TIPO IP f'c=175 kg/cm2"
Grupo 337;"CONCRETO PREMEZCLADO C/CEMENTO TIPO IP f'c=280 kg/cm2"
Grupo 337;"CONCRETO PREMEZCLADO C/CMENTO TIPO IP f'c=210 kg/cm2"
Grupo 338;"INYECTOR CENTRIFUGO DE AIRE 448 CFM"
Grupo 338;"INYECTOR CENTRIFUGO DE AIRE 489 CFM"
Grupo 339;"INYECTOR CENTRIFUGO DE AIRE 432 CFM"
Grupo 339;"INYECTOR CENTRIFUGO DE AIRE 477 CFM"
Grupo 340;"INYECTOR CENTRIFUGO DE AIRE 504 CFM"
Grupo 340;"INYECTOR CENTRIFUGO DE AIRE 527 CFM"
Grupo 340;"INYECTOR CENTRIFUGO DE AIRE 540 CFM"
Grupo 340;"INYECTOR CENTRIFUGO DE AIRE 554 CFM"
Grupo 341;"INYECTOR CENTRIFUGO DE AIRE 364 CFM"
Grupo 341;"INYECTOR CENTRIFUGO DE AIRE 376 CFM"
Grupo 341;"INYECTOR CENTRIFUGO DE AIRE 311 CFM"
Grupo 342;"INYECTOR CENTRIFUGO DE AIRE 747 CFM"
Grupo 342;"INYECTOR CENTRIFUGO DE AIRE 784 CFM"
Grupo 343;"INYECTOR CENTRIFUGO DE AIRE 941 CFM"
Grupo 343;"INYECTOR CENTRIFUGO DE AIRE 987 CFM"
Grupo 344;"PATCH CORD DE FIBRA OPTICA LC-LC X 2M"
Grupo 344;"PATCH CORD DE FIBRA OPTICA LC-LC X 3M"
Grupo 344;"PATCH CORD DE FIBRA OPTICA LC-LC X 1M"
Grupo 345;"EQUIPO AA SPLIT DUCTO TIPO HEAT PUMP (FRIO CALOR)  44500 BTU/hr"
Grupo 345;"EQUIPO AA SPLIT DUCTO TIPO HEAT PUMP (FRIO CALOR)  59000 BTU/hr"
Grupo 345;"EQUIPO AA SPLIT DUCTO TIPO HEAT PUMP (FRIO CALOR)  32800 BTU/hr"
Grupo 346;"EXTINTOR CO2 12KG Inc. Accesorios de Instalacion"
Grupo 346;"EXTINTOR H20 12KG INC. Accesorios de Instalacion"
Grupo 347;"Cable Cu N2XOH 1x10 mm2"
Grupo 347;"Cable Cu N2XOH 1x16 mm2"
Grupo 347;"Cable Cu N2XOH 1x120 mm2"
Grupo 347;"Cable Cu N2XOH 1x6 mm2"
Grupo 347;"Cable Cu N2XOH 1x25 mm2"
Grupo 347;"Cable Cu N2XOH 1x50 mm2"
Grupo 347;"Cable Cu N2XOH 1x70 mm2"
Grupo 348;"TORNILLO AUTOPERFORANTE 1""
Grupo 348;"TORNILLO AUTOPERFORANTE DE 1/2""
Grupo 348;"TORNILLO AUTOPERFORANTE DE 10X2""
Grupo 349;"TERMINAL DE COBRE DE COMPRESION 35 MM2"
Grupo 349;"TERMINAL DE COBRE DE COMPRESION 50 MM2"
Grupo 349;"TERMINAL DE COBRE DE COMPRESION 25 MM2"
Grupo 350;"UNION PVC SAP P/INST. ELECT. DE 20mm"
Grupo 350;"UNION PVC SAP P/INST. ELECT. DE 25mm"
Grupo 350;"UNION PVC SAP P/INST. ELECT. DE 40mm"
Grupo 350;"UNION PVC SAP P/INST. ELECT. DE 35mm"
Grupo 351;"SOLDADURA ALEACION PLATA (44%), COBRE (30%), ZINC (26%)"
Grupo 351;"SOLDADURA ALEACION PLATA (45%), COBRE (30%), ZINC (25%)"
Grupo 352;"Cerradura tipo A"
Grupo 352;"Cerradura tipo C"
Grupo 352;"Cerradura tipo B"
Grupo 352;"CERRADURA TIPO D"
Grupo 352;"Cerradura tipo E"
Grupo 352;"Cerradura tipo F"
Grupo 352;"Cerradura tipo H"
Grupo 352;"Cerradura tipo I"
Grupo 352;"Cerradura tipo K"
Grupo 352;"Cerradura tipo L"
Grupo 352;"CERRADURA TIPO O"
Grupo 352;"CERRADURA TIPO P"
Grupo 353;"PERNO DE ACERO 1/4" X 1" CON TUERCA"
Grupo 353;"PERNO DE ACERO 3/8" X 1" CON TUERCA"
Grupo 354;"PIPETA AUTOMATICA 10 - 100 UL"
Grupo 354;"PIPETA AUTOMATICA 200 - 1000 UL"
Grupo 355;"INTERRUPTOR TERMOMAGNETICO 4x40 A"
Grupo 355;"INTERRUPTOR TERMOMAGNETICO 4x80 A"
Grupo 355;"INTERRUPTOR TERMOMAGNETICO 4x32 A"
Grupo 356;"INCUBADORA ESTANDAR"
Grupo 356;"P.A. INCUBADORA ESTANDAR"
Grupo 357;"TABLERO DE TRIPLAY DE 4 MM 1.22X2.44M"
Grupo 357;"TABLERO DE TRIPLAY DE 6MM 1.22X2.44M"
Grupo 358;"TUB. PVC SAP P/INST. ELECT. DE 25mm"
Grupo 358;"TUB. PVC SAP P/INST. ELECT. DE 35mm"
Grupo 359;"PIPETA AUTOMATICA 5 - 50 UL"
Grupo 359;"PIPETA AUTOMATICA 50 - 200 UL"
Grupo 360;"ESTANTERIA DE ACERO INOXIDABLE DE 0I CUERPO 03 DIVISIONES"
Grupo 360;"ESTANTERIA DE ACERO INOXIDABLE DE O1 CUERPO O5 DIVISIONES"
Grupo 361;"RIEL UNISTRUD 41X21X1.5 MM"
Grupo 361;"RIEL UNISTRUD 41X41X1.5 MM"
Grupo 362;"P.A. VIDEO GASTROSCOPIO"
Grupo 362;"VIDEO GASTROSCOPIO"
Grupo 363;"CLAVOS PARA MADERA C/C 3""
Grupo 363;"CLAVOS PARA MADERA C/C 4""
Grupo 364;"REGISTRO DE BRONCE DE 2""
Grupo 364;"REGISTRO DE BRONCE DE 3""
Grupo 364;"REGISTRO DE BRONCE DE 4""
Grupo 365;"TENSIOMETRO DIGITAL PEDIÁTRICO NEONATAL"
Grupo 365;"TENSIOMETRO DIGITAL RODABLE PEDIÁTRICO NEONATAL"
Grupo 366;"SUMIDERO DE BRONCE DE 2""
Grupo 366;"SUMIDERO DE BRONCE DE 3""
Grupo 366;"SUMIDERO DE BRONCE DE 4""
Grupo 367;"ACOPLE SCH - 40 4""
Grupo 367;"ACOPLE SCH - 40 6""
Grupo 367;"ACOPLE SCH - 40 3""
Grupo 368;"ABRAZADERA DE 1" CON DOS OREJAS"
Grupo 368;"ABRAZADERA DE 3/4" CON DOS OREJAS"
Grupo 369;"SOPORTE METALICO P/TUBERIA EN PISO INC. ACCESORIOS DE FIJACION"
Grupo 369;"SOPORTE METALICO P/TUBERIAS EN PARED INC. ACCESORIOS DE FIJACION"
Grupo 370;"SET INSTRUMENTAL DE CIRUGIA DENTAL"
Grupo 370;"SET INSTRUMENTAL DE CIRUGIA MENOR"
Grupo 370;"SET INSTRUMENTAL DE CIRUGIA MAYOR"
Grupo 371;"COMPACTADOR VIBRO APISONADOR TIPO CANGURO"
Grupo 371;"COMPACTADOR VIBRO APISONADOR TIPO CANGURO (Servida)"
Grupo 372;"CONECTOR SPLIT BOLD DE CU PARA CABLE DE 25mm2"
Grupo 372;"CONECTOR SPLIT BOLD DE CU PARA CABLE DE 50mm2"
Grupo 373;"BORNE DE TIERRA BIMETALICO"
Grupo 373;"BORNE DE TIERRA METALICO"
Grupo 374;"CONTENEDOR RODABLE PARA RESIDUOS SOLIDOS (178L Aprox.)"
Grupo 374;"CONTENEDOR RODABLE PARA RESIDUOS SOLIDOS (240L Aprox.)"
Grupo 375;"SILLON METALICO SEMICONFORTABLE SIN PORTABRAZOS 2 CUERPOS"
Grupo 375;"SILLÓN METALICO SEMICONFORTABLE SIN PORTABRAZOS 3 CUERPOS"
Grupo 376;"P.A. VIDEO COLPOSCOPIO"
Grupo 376;"VIDEO COLPOSCOPIO"
Grupo 377;"CUMBRERA INFERIOR DE 0.70mx0.35 m, PARA TEJA ANDINA"
Grupo 377;"CUMBRERA SUPERIOR DE 0.70mx0.35 m, PARA TEJA ANDINA"
Grupo 378;"REJILLAS DE INYECCION CON DAMPER CORTAFUERGO 1200*800MM"
Grupo 378;"REJILLAS DE INYECCION CON DAMPER CORTAFUERGO REJILLAS DE INYECCION CON DAMPER CORTAFUERGO 600*600MM"
Grupo 378;"REJILLAS DE INYECCION CON DAMPER CORTAFUERGO 450*450MM"
Grupo 379;"TEE PVC SAL - PESADA 2""
Grupo 379;"TEE PVC SAL - PESADA 4""
Grupo 380;"TABLERO DE CONTROL DE GASES MEDICINALES PARA SISTEMAS DE OXIGENO Y VACIO."
Grupo 380;"TABLERO DE CONTROL DE GASES MEDICINALES PARA SISTEMAS DE OXIGENO, VACIO Y AIRE COMPRIMIDO MEDICINAL."
Grupo 381;"COMPACTADOR VIBR. TIPO PLANCHA 4 HP (servida)"
Grupo 381;"COMPACTADOR VIBR. TIPO PLANCHA 4 HP"
Grupo 382;"TORNILLO AUTOROSCANTE PUNTA FINA 6X32mm"
Grupo 382;"TORNILLO AUTOROSCANTE PUNTA FINA 6X41mm"
Grupo 383;"BOLSA DE POLIETILENO 2 µm X 1.00 m X 1.20 m COLOR AZUL"
Grupo 383;"BOLSA DE POLIETILENO 2 µm X 1.00 m X 1.20 m COLOR ROJO"
Grupo 384;"TANQUE DE HIDROTERAPIA PARA MIEMBROS INFERIORES"
Grupo 384;"TANQUE DE HIDROTERAPIA PARA MIEMBROS SUPERIORES"
Grupo 385;"CABLE FPL 2X14 AWG"
Grupo 385;"CABLE FPL 2X18 AWG"
Grupo 385;"CABLE FPL 2X16 AWG"
Grupo 386;"CAMARA DE VIDEO DIGITAL PANORAMICA 180°"
Grupo 386;"CAMARA DE VIDEO DIGITAL PANORAMICA 270°"
Grupo 387;"CODO 90° DE COBRE ø 4""
Grupo 387;"CODO 90° DE COBRE ø 6""
Grupo 388;"P.A. ESPECTROFOTOMETRO"
Grupo 388;"ESPECTROFOTOMETRO"
Grupo 389;"FILTRO CORRUGADO 16" x 16" x 1""
Grupo 389;"FILTRO CORRUGADO 24" x 24" x 1""
Grupo 390;"PUNTO DE ACCESO INALAMBRICO - ACCESS POINT WIRELESS"
Grupo 390;"PUNTO DE ACCESO INALAMBRICO - ACCESS POINT WIRELESS PROVISIONAL"
Grupo 391;"DISPOSITIVO AHUYENTADOR DE AVES POR ULTRASONIDO"
Grupo 391;"DISPOSITIVO AHUYENTADOR DE ROEDORES POR ULTRASONIDO"
Grupo 392;"BOLSA DE POLIETILENO 1.5 µm X 90 cm X 1.07 m COLOR NEGRO"
Grupo 392;"BOLSA DE POLIETILENO 1.5 µm X 90 cm X 1.07 m COLOR ROJO"
Grupo 393;"IMPRESORA LASER MULTIFUNCIONAL"
Grupo 393;"IMPRESORA MULTIFUNCIONAL"
Grupo 394;"REGLA DE ALUMINIO 1 1/2"X3" X 6M"
Grupo 394;"REGLA DE ALUMINIO 1" X 4" X 6m"
Grupo 395;"SET INSTRUMENTAL PARA ENDODONCIA"
Grupo 395;"SET INSTRUMENTAL PARA EXODONCIA"
Grupo 396;"POR PROYECTO DE DEMOLICION DE ARQUITECTURA-COLEGIO DE ARQUITECTOS"
Grupo 396;"POR PROYECTO DE DEMOLICION DE ARQUITECTURA-COLEGIO DE INGENIEROS"
Grupo 397;"ACCESORIOS DE FIJACION"
Grupo 397;"ACCESORIOS P.FIJACION"
Grupo 398;"UNION CONDUIT EMT DE 50 mm"
Grupo 398;"UNION CONDUIT EMT DE 65 mm"
Grupo 398;"UNION CONDUIT EMT DE 40 mm"
Grupo 398;"UNION CONDUIT EMT DE 25 mm"
Grupo 399;"FILTRO PERMAIRE 16" x 16" x 2""
Grupo 399;"FILTRO PERMAIRE 24" x 24" x 2""
Grupo 400;"REFRIGERADORA 15 PIES CUBICOS"
Grupo 400;"REFRIGERADORA DE 14 PIES CUBICOS"
Grupo 401;"Pago al Ministerio De Cultura - PRA"
Grupo 401;"SERVICIO DE PAGO AL MINISTERIO DE CULTURA - PRA"
Grupo 402;"LAVATORIO TIPO A-2a (CERAMICA VITRIFICADA DE 23"X18", AGUA FRIA Y CALIENTE)"
Grupo 402;"LAVATORIO TIPO A-3 (CERAMICA VITRIFICADA DE 23"X18", AGUA FRIA)"
Grupo 403;"ADAPTADOR PVC SAP 1 1/2""
Grupo 403;"ADAPTADOR PVC SAP DE 1""
Grupo 404;"PLANCHA DE ACERO LAC ASTM A 36 2.40M X 1.20M X 3MM"
Grupo 404;"PLANCHA DE ACERO LAC ASTM A 36 DE 1.22M X 2.40M X 6MM"
Grupo 405;"CRUZ SCH - 40 3""
Grupo 405;"CRUZ SCH - 40 4""
Grupo 406;"DISCO DE CORTE PARA METAL  Ø  4 1/2""
Grupo 406;"DISCO DE CORTE PARA METAL Ø 14"."
